HomeTeam,AwayTeam,FTHG,FTAG,FTR
Vitoria,Guarani,3,2,H
Flamengo,Atletico-MG,0,0,D
Cruzeiro,Sao Caetano,0,1,A
Goias,Santos,3,3,D
Palmeiras,Figueirense,0,0,D
Ponte Preta,Gremio,1,0,H
Parana,Paysandu,2,0,H
Botafogo-RJ,Flamengo,0,0,D
Corinthians,Cruzeiro,1,0,H
Athletico-PR,Ponte Preta,4,0,H
Gremio,Vitoria,4,0,H
Paysandu,Criciuma,2,2,D
Figueirense,Fluminense,2,1,H
Guarani,Palmeiras,1,0,H
Juventude,Sao Paulo,1,2,A
Vasco,Goias,3,1,H
Sao Caetano,Internacional,2,0,H
Atletico-MG,Parana,4,1,H
Santos,Coritiba,4,2,H
Fluminense,Cruzeiro,0,0,D
Athletico-PR,Gremio,0,0,D
Flamengo,Palmeiras,0,1,A
Juventude,Vasco,1,1,D
Criciuma,Ponte Preta,3,1,H
Corinthians,Sao Caetano,2,0,H
Santos,Paysandu,6,0,H
Atletico-MG,Figueirense,3,1,H
Goias,Parana,3,0,H
Vitoria,Coritiba,2,2,D
Internacional,Sao Paulo,1,1,D
Guarani,Botafogo-RJ,0,2,A
Ponte Preta,Fluminense,3,2,H
Palmeiras,Goias,0,3,A
Figueirense,Guarani,1,1,D
Sao Caetano,Athletico-PR,0,3,A
Paysandu,Atletico-MG,2,1,H
Parana,Criciuma,0,3,A
Vasco,Corinthians,1,3,A
Coritiba,Flamengo,1,0,H
Gremio,Santos,3,1,H
Botafogo-RJ,Juventude,0,1,A
Cruzeiro,Internacional,2,0,H
Sao Paulo,Vitoria,2,1,H
Fluminense,Parana,3,1,H
Santos,Sao Caetano,0,1,A
Goias,Coritiba,1,2,A
Atletico-MG,Gremio,3,0,H
Flamengo,Sao Paulo,1,0,H
Corinthians,Botafogo-RJ,2,2,D
Internacional,Ponte Preta,1,2,A
Guarani,Paysandu,0,0,D
Juventude,Figueirense,0,0,D
Vitoria,Cruzeiro,3,2,H
Criciuma,Palmeiras,1,2,A
Athletico-PR,Vasco,2,0,H
Sao Paulo,Goias,4,0,H
Parana,Internacional,1,2,A
Ponte Preta,Vitoria,1,0,H
Gremio,Guarani,1,1,D
Paysandu,Juventude,0,1,A
Figueirense,Corinthians,0,1,A
Cruzeiro,Flamengo,2,0,H
Vasco,Santos,2,3,A
Botafogo-RJ,Athletico-PR,1,1,D
Sao Caetano,Atletico-MG,1,1,D
Coritiba,Criciuma,1,0,H
Palmeiras,Fluminense,3,2,H
Internacional,Figueirense,4,0,H
Juventude,Cruzeiro,1,0,H
Flamengo,Gremio,3,0,H
Corinthians,Ponte Preta,2,0,H
Criciuma,Vasco,1,0,H
Atletico-MG,Palmeiras,1,2,A
Fluminense,Paysandu,1,1,D
Goias,Botafogo-RJ,3,1,H
Guarani,Coritiba,0,0,D
Vitoria,Sao Caetano,1,2,A
Santos,Parana,5,1,H
Athletico-PR,Sao Paulo,1,0,H
Gremio,Juventude,2,4,A
Figueirense,Athletico-PR,1,1,D
Sao Caetano,Guarani,3,0,H
Cruzeiro,Goias,1,3,A
Palmeiras,Internacional,3,1,H
Parana,Vitoria,4,1,H
Botafogo-RJ,Santos,2,0,H
Paysandu,Corinthians,2,1,H
Ponte Preta,Flamengo,1,0,H
Coritiba,Fluminense,2,0,H
Vasco,Atletico-MG,3,0,H
Sao Paulo,Criciuma,2,0,H
Flamengo,Parana,2,1,H
Corinthians,Gremio,1,1,D
Santos,Figueirense,4,1,H
Fluminense,Sao Paulo,1,0,H
Guarani,Vasco,1,1,D
Criciuma,Cruzeiro,1,2,A
Internacional,Coritiba,1,1,D
Athletico-PR,Paysandu,2,0,H
Goias,Ponte Preta,5,0,H
Juventude,Sao Caetano,2,2,D
Vitoria,Palmeiras,2,2,D
Atletico-MG,Botafogo-RJ,1,1,D
Botafogo-RJ,Criciuma,1,1,D
Parana,Juventude,1,2,A
Sao Paulo,Guarani,3,3,D
Gremio,Goias,1,1,D
Paysandu,Internacional,2,1,H
Sao Caetano,Flamengo,0,1,A
Palmeiras,Corinthians,0,1,A
Vasco,Fluminense,1,1,D
Coritiba,Athletico-PR,1,2,A
Figueirense,Vitoria,2,1,H
Ponte Preta,Atletico-MG,1,1,D
Cruzeiro,Santos,4,4,D
Fluminense,Internacional,3,1,H
Sao Paulo,Coritiba,2,3,A
Cruzeiro,Parana,1,4,A
Figueirense,Goias,3,2,H
Criciuma,Sao Caetano,0,4,A
Corinthians,Atletico-MG,1,0,H
Ponte Preta,Palmeiras,0,0,D
Juventude,Santos,1,2,A
Flamengo,Vitoria,2,0,H
Athletico-PR,Guarani,2,0,H
Paysandu,Botafogo-RJ,2,0,H
Gremio,Vasco,1,2,A
Vasco,Paysandu,0,1,A
Palmeiras,Cruzeiro,1,3,A
Parana,Sao Paulo,0,2,A
Atletico-MG,Juventude,1,1,D
Goias,Criciuma,2,1,H
Sao Caetano,Figueirense,1,0,H
Santos,Athletico-PR,1,1,D
Internacional,Flamengo,0,0,D
Guarani,Corinthians,0,1,A
Vitoria,Fluminense,2,3,A
Botafogo-RJ,Gremio,2,1,H
Coritiba,Ponte Preta,2,0,H
Sao Paulo,Cruzeiro,0,0,D
Vasco,Sao Caetano,1,2,A
Guarani,Juventude,3,1,H
Goias,Internacional,1,0,H
Fluminense,Flamengo,2,1,H
Palmeiras,Santos,1,2,A
Figueirense,Botafogo-RJ,3,1,H
Athletico-PR,Corinthians,3,1,H
Ponte Preta,Parana,0,2,A
Vitoria,Criciuma,1,0,H
Gremio,Paysandu,1,1,D
Atletico-MG,Coritiba,2,1,H
Sao Caetano,Gremio,2,0,H
Parana,Guarani,0,0,D
Santos,Atletico-MG,2,0,H
Criciuma,Fluminense,0,2,A
Flamengo,Goias,4,0,H
Corinthians,Sao Paulo,0,0,D
Internacional,Vitoria,2,1,H
Botafogo-RJ,Vasco,2,2,D
Juventude,Ponte Preta,1,2,A
Paysandu,Figueirense,3,1,H
Cruzeiro,Athletico-PR,2,4,A
Coritiba,Palmeiras,0,0,D
Figueirense,Ponte Preta,0,1,A
Paysandu,Cruzeiro,3,1,H
Atletico-MG,Internacional,1,1,D
Sao Caetano,Coritiba,1,0,H
Guarani,Fluminense,1,1,D
Gremio,Sao Paulo,2,1,H
Vasco,Palmeiras,2,5,A
Athletico-PR,Flamengo,2,1,H
Corinthians,Goias,1,0,H
Juventude,Criciuma,1,0,H
Botafogo-RJ,Parana,4,3,H
Santos,Vitoria,4,1,H
Sao Paulo,Paysandu,7,0,H
Coritiba,Gremio,2,1,H
Fluminense,Atletico-MG,1,1,D
Cruzeiro,Figueirense,3,3,D
Palmeiras,Sao Caetano,3,1,H
Parana,Vasco,2,1,H
Criciuma,Guarani,1,1,D
Vitoria,Athletico-PR,2,3,A
Goias,Juventude,1,2,A
Internacional,Santos,2,1,H
Ponte Preta,Botafogo-RJ,1,1,D
Flamengo,Corinthians,0,0,D
Vasco,Internacional,2,0,H
Sao Paulo,Palmeiras,2,1,H
Fluminense,Botafogo-RJ,1,4,A
Athletico-PR,Atletico-MG,5,0,H
Sao Caetano,Goias,2,0,H
Figueirense,Flamengo,3,2,H
Vitoria,Paysandu,4,1,H
Cruzeiro,Ponte Preta,5,0,H
Guarani,Santos,0,1,A
Gremio,Criciuma,2,0,H
Parana,Coritiba,1,0,H
Corinthians,Juventude,1,2,A
Coritiba,Cruzeiro,1,1,D
Vasco,Figueirense,1,0,H
Criciuma,Internacional,2,1,H
Goias,Vitoria,4,0,H
Gremio,Fluminense,2,3,A
Ponte Preta,Sao Paulo,0,1,A
Santos,Corinthians,1,1,D
Atletico-MG,Guarani,3,2,H
Palmeiras,Parana,1,1,D
Paysandu,Flamengo,2,2,D
Juventude,Athletico-PR,3,3,D
Botafogo-RJ,Sao Caetano,1,1,D
Corinthians,Coritiba,0,0,D
Figueirense,Gremio,2,0,H
Vitoria,Vasco,4,1,H
Fluminense,Goias,1,4,A
Santos,Ponte Preta,4,0,H
Atletico-MG,Sao Paulo,0,5,A
Internacional,Botafogo-RJ,3,1,H
Sao Caetano,Paysandu,3,0,H
Guarani,Cruzeiro,2,0,H
Athletico-PR,Parana,1,1,D
Flamengo,Criciuma,3,1,H
Juventude,Palmeiras,0,2,A
Cruzeiro,Atletico-MG,0,3,A
Gremio,Internacional,1,3,A
Coritiba,Juventude,2,3,A
Paysandu,Goias,4,2,H
Botafogo-RJ,Vitoria,1,1,D
Palmeiras,Athletico-PR,3,1,H
Sao Paulo,Santos,1,0,H
Vasco,Flamengo,1,0,H
Sao Caetano,Fluminense,2,0,H
Criciuma,Figueirense,2,1,H
Parana,Corinthians,1,2,A
Guarani,Ponte Preta,0,0,D
Palmeiras,Botafogo-RJ,2,1,H
Goias,Athletico-PR,2,0,H
Cruzeiro,Gremio,2,0,H
Vitoria,Atletico-MG,2,1,H
Internacional,Guarani,1,3,A
Parana,Figueirense,2,1,H
Fluminense,Juventude,7,1,H
Ponte Preta,Paysandu,3,0,H
Coritiba,Vasco,0,1,A
Flamengo,Santos,1,1,D
Criciuma,Corinthians,1,1,D
Santos,Fluminense,5,0,H
Guarani,Goias,1,1,D
Paysandu,Coritiba,0,0,D
Botafogo-RJ,Cruzeiro,2,1,H
Juventude,Flamengo,1,0,H
Gremio,Palmeiras,2,3,A
Corinthians,Vitoria,1,0,H
Figueirense,Sao Paulo,1,0,H
Athletico-PR,Internacional,2,1,H
Atletico-MG,Criciuma,2,2,D
Vasco,Ponte Preta,2,2,D
Sao Paulo,Sao Caetano,4,2,H
Palmeiras,Paysandu,1,0,H
Goias,Atletico-MG,1,0,H
Flamengo,Guarani,1,0,H
Parana,Gremio,1,0,H
Criciuma,Santos,1,1,D
Internacional,Corinthians,3,0,H
Fluminense,Athletico-PR,1,2,A
Cruzeiro,Vasco,3,2,H
Coritiba,Figueirense,2,0,H
Vitoria,Juventude,1,1,D
Sao Paulo,Botafogo-RJ,5,2,H
Ponte Preta,Sao Caetano,0,3,A
Sao Caetano,Parana,2,1,H
Botafogo-RJ,Coritiba,4,1,H
Sao Caetano,Cruzeiro,4,1,H
Gremio,Ponte Preta,6,1,H
Corinthians,Fluminense,1,1,D
Vasco,Sao Paulo,0,0,D
Santos,Goias,2,1,H
Atletico-MG,Flamengo,6,1,H
Athletico-PR,Criciuma,6,1,H
Guarani,Vitoria,0,0,D
Paysandu,Parana,1,1,D
Figueirense,Palmeiras,0,1,A
Juventude,Internacional,2,3,A
Fluminense,Figueirense,0,2,A
Parana,Atletico-MG,1,0,H
Palmeiras,Guarani,0,2,A
Vitoria,Gremio,2,0,H
Goias,Vasco,3,2,H
Ponte Preta,Athletico-PR,2,3,A
Flamengo,Botafogo-RJ,0,0,D
Cruzeiro,Corinthians,0,1,A
Coritiba,Santos,0,1,A
Criciuma,Paysandu,1,0,H
Internacional,Sao Caetano,1,0,H
Sao Paulo,Juventude,4,0,H
Figueirense,Atletico-MG,2,1,H
Botafogo-RJ,Guarani,1,0,H
Parana,Goias,2,1,H
Cruzeiro,Fluminense,2,3,A
Sao Paulo,Internacional,2,1,H
Paysandu,Santos,1,1,D
Palmeiras,Flamengo,1,2,A
Ponte Preta,Criciuma,1,0,H
Sao Caetano,Corinthians,2,1,H
Coritiba,Vitoria,5,1,H
Gremio,Athletico-PR,3,3,D
Vasco,Juventude,1,1,D
Fluminense,Ponte Preta,1,0,H
Guarani,Figueirense,2,1,H
Criciuma,Parana,1,2,A
Atletico-MG,Paysandu,0,0,D
Goias,Palmeiras,0,0,D
Corinthians,Vasco,3,1,H
Vitoria,Sao Paulo,1,4,A
Santos,Gremio,5,1,H
Juventude,Botafogo-RJ,1,0,H
Athletico-PR,Sao Caetano,5,2,H
Internacional,Cruzeiro,2,0,H
Flamengo,Coritiba,0,0,D
Gremio,Atletico-MG,0,1,A
Paysandu,Guarani,4,2,H
Palmeiras,Criciuma,3,2,H
Parana,Fluminense,0,1,A
Sao Paulo,Flamengo,1,1,D
Sao Caetano,Santos,0,3,A
Botafogo-RJ,Corinthians,1,2,A
Vasco,Athletico-PR,1,0,H
Coritiba,Goias,1,0,H
Figueirense,Juventude,1,0,H
Cruzeiro,Vitoria,4,0,H
Ponte Preta,Internacional,1,2,A
Fluminense,Palmeiras,1,1,D
Vitoria,Ponte Preta,1,2,A
Criciuma,Coritiba,3,3,D
Guarani,Gremio,2,0,H
Goias,Sao Paulo,2,0,H
Atletico-MG,Sao Caetano,3,0,H
Flamengo,Cruzeiro,6,2,H
Corinthians,Figueirense,5,2,H
Internacional,Parana,2,1,H
Juventude,Paysandu,1,2,A
Athletico-PR,Botafogo-RJ,1,1,D
Santos,Vasco,2,1,H
Parana,Goias,0,2,A
Atletico-MG,Figueirense,4,1,H
Sao Caetano,Palmeiras,2,2,D
Flamengo,Cruzeiro,1,1,D
Internacional,Botafogo-RJ,0,2,A
Fortaleza,Coritiba,0,1,A
Fluminense,Sao Paulo,2,1,H
Corinthians,Juventude,2,2,D
Athletico-PR,Ponte Preta,0,1,A
Brasiliense,Vasco,0,1,A
Santos,Paysandu,4,1,H
Goias,Sao Caetano,0,0,D
Vasco,Fortaleza,0,0,D
Palmeiras,Brasiliense,2,1,H
Ponte Preta,Atletico-MG,3,3,D
Sao Paulo,Parana,1,1,D
Cruzeiro,Internacional,3,2,H
Juventude,Athletico-PR,1,0,H
Figueirense,Flamengo,0,1,A
Botafogo-RJ,Corinthians,3,1,H
Coritiba,Santos,2,3,A
Paysandu,Fluminense,1,2,A
Parana,Juventude,2,2,D
Goias,Figueirense,0,0,D
Ponte Preta,Paysandu,2,0,H
Santos,Athletico-PR,2,1,H
Internacional,Flamengo,1,0,H
Coritiba,Palmeiras,1,0,H
Corinthians,Sao Paulo,1,5,A
Fluminense,Cruzeiro,2,1,H
Sao Caetano,Fortaleza,2,1,H
Atletico-MG,Brasiliense,0,1,A
Fortaleza,Ponte Preta,2,1,H
Botafogo-RJ,Atletico-MG,2,1,H
Sao Paulo,Coritiba,1,0,H
Figueirense,Internacional,1,2,A
Cruzeiro,Goias,3,1,H
Juventude,Vasco,4,1,H
Athletico-PR,Corinthians,1,2,A
Paysandu,Sao Caetano,3,2,H
Palmeiras,Parana,1,2,A
Flamengo,Santos,2,1,H
Brasiliense,Fluminense,0,3,A
Parana,Ponte Preta,1,1,D
Juventude,Paysandu,2,0,H
Fortaleza,Brasiliense,2,0,H
Fluminense,Coritiba,2,4,A
Goias,Botafogo-RJ,4,0,H
Santos,Atletico-MG,3,0,H
Sao Caetano,Flamengo,1,0,H
Vasco,Sao Paulo,3,1,H
Athletico-PR,Internacional,1,3,A
Corinthians,Figueirense,2,1,H
Cruzeiro,Palmeiras,2,0,H
Paysandu,Goias,1,0,H
Sao Paulo,Cruzeiro,1,1,D
Figueirense,Sao Caetano,2,0,H
Palmeiras,Santos,2,1,H
Flamengo,Fluminense,0,0,D
Ponte Preta,Vasco,4,2,H
Atletico-MG,Corinthians,0,1,A
Brasiliense,Parana,1,0,H
Botafogo-RJ,Athletico-PR,2,0,H
Coritiba,Juventude,1,2,A
Internacional,Fortaleza,1,0,H
Parana,Fortaleza,3,0,H
Cruzeiro,Ponte Preta,1,2,A
Sao Caetano,Brasiliense,2,0,H
Athletico-PR,Figueirense,0,0,D
Goias,Palmeiras,2,1,H
Botafogo-RJ,Juventude,3,2,H
Santos,Fluminense,1,1,D
Internacional,Atletico-MG,1,1,D
Corinthians,Flamengo,4,2,H
Vasco,Coritiba,2,2,D
Paysandu,Sao Paulo,2,2,D
Palmeiras,Vasco,5,2,H
Brasiliense,Corinthians,2,4,A
Figueirense,Paysandu,3,3,D
Flamengo,Athletico-PR,1,1,D
Atletico-MG,Sao Caetano,2,3,A
Ponte Preta,Goias,2,0,H
Sao Paulo,Botafogo-RJ,1,0,H
Coritiba,Parana,2,1,H
Fluminense,Internacional,3,0,H
Juventude,Cruzeiro,0,0,D
Fortaleza,Santos,0,0,D
Parana,Atletico-MG,1,0,H
Juventude,Ponte Preta,1,3,A
Sao Paulo,Internacional,1,3,A
Flamengo,Brasiliense,3,4,A
Botafogo-RJ,Figueirense,0,1,A
Corinthians,Fluminense,0,1,A
Sao Caetano,Santos,1,3,A
Goias,Coritiba,2,1,H
Athletico-PR,Fortaleza,0,0,D
Paysandu,Palmeiras,2,1,H
Cruzeiro,Vasco,3,3,D
Coritiba,Paysandu,3,1,H
Fluminense,Parana,0,1,A
Vasco,Goias,1,2,A
Fortaleza,Corinthians,2,1,H
Figueirense,Cruzeiro,0,0,D
Atletico-MG,Flamengo,3,1,H
Internacional,Sao Caetano,2,1,H
Palmeiras,Botafogo-RJ,4,1,H
Santos,Juventude,0,0,D
Brasiliense,Athletico-PR,2,1,H
Parana,Figueirense,3,0,H
Juventude,Brasiliense,2,1,H
Paysandu,Fortaleza,1,2,A
Sao Paulo,Flamengo,2,0,H
Sao Caetano,Ponte Preta,2,1,H
Corinthians,Palmeiras,3,1,H
Botafogo-RJ,Fluminense,1,2,A
Goias,Santos,3,4,A
Vasco,Internacional,2,4,A
Athletico-PR,Coritiba,1,0,H
Cruzeiro,Atletico-MG,2,1,H
Ponte Preta,Figueirense,2,1,H
Goias,Brasiliense,1,3,A
Fluminense,Sao Caetano,0,1,A
Parana,Corinthians,2,3,A
Santos,Sao Paulo,2,1,H
Flamengo,Vasco,1,0,H
Coritiba,Botafogo-RJ,0,3,A
Atletico-MG,Athletico-PR,2,3,A
Internacional,Juventude,5,2,H
Palmeiras,Fortaleza,1,2,A
Sao Caetano,Parana,1,1,D
Botafogo-RJ,Ponte Preta,4,2,H
Fortaleza,Atletico-MG,1,4,A
Athletico-PR,Fluminense,3,2,H
Internacional,Goias,2,3,A
Santos,Vasco,2,3,A
Figueirense,Palmeiras,1,4,A
Brasiliense,Sao Paulo,3,3,D
Flamengo,Juventude,3,4,A
Cruzeiro,Coritiba,2,2,D
Corinthians,Paysandu,3,2,H
Parana,Athletico-PR,2,0,H
Botafogo-RJ,Brasiliense,1,1,D
Goias,Fortaleza,2,1,H
Sao Paulo,Sao Caetano,0,1,A
Vasco,Corinthians,2,3,A
Coritiba,Flamengo,3,2,H
Palmeiras,Atletico-MG,1,0,H
Ponte Preta,Fluminense,2,1,H
Cruzeiro,Santos,3,2,H
Paysandu,Internacional,1,2,A
Fortaleza,Juventude,2,0,H
Fluminense,Goias,1,1,D
Sao Caetano,Botafogo-RJ,0,1,A
Corinthians,Cruzeiro,4,3,H
Athletico-PR,Vasco,7,2,H
Santos,Ponte Preta,0,1,A
Atletico-MG,Sao Paulo,0,0,D
Brasiliense,Paysandu,0,0,D
Flamengo,Palmeiras,0,0,D
Figueirense,Coritiba,0,0,D
Internacional,Parana,0,2,A
Cruzeiro,Fortaleza,3,0,H
Goias,Atletico-MG,3,1,H
Vasco,Sao Caetano,3,2,H
Figueirense,Fluminense,1,1,D
Coritiba,Brasiliense,1,1,D
Botafogo-RJ,Flamengo,0,2,A
Ponte Preta,Internacional,1,1,D
Paysandu,Parana,3,4,A
Juventude,Sao Paulo,2,1,H
Palmeiras,Athletico-PR,1,1,D
Brasiliense,Cruzeiro,1,2,A
Sao Caetano,Juventude,1,1,D
Corinthians,Coritiba,3,0,H
Athletico-PR,Goias,1,0,H
Atletico-MG,Paysandu,2,2,D
Internacional,Santos,0,1,A
Flamengo,Ponte Preta,1,0,H
Parana,Botafogo-RJ,2,0,H
Fluminense,Vasco,3,2,H
Fortaleza,Figueirense,5,2,H
Sao Paulo,Palmeiras,3,3,D
Athletico-PR,Cruzeiro,5,4,H
Corinthians,Sao Caetano,0,2,A
Botafogo-RJ,Paysandu,2,0,H
Juventude,Palmeiras,1,2,A
Parana,Santos,1,1,D
Fortaleza,Flamengo,2,1,H
Brasiliense,Internacional,0,0,D
Atletico-MG,Fluminense,1,2,A
Ponte Preta,Coritiba,0,3,A
Sao Paulo,Goias,0,1,A
Sao Caetano,Athletico-PR,3,2,H
Paysandu,Vasco,0,2,A
Coritiba,Atletico-MG,1,0,H
Palmeiras,Ponte Preta,2,1,H
Internacional,Corinthians,0,0,D
Figueirense,Sao Paulo,3,1,H
Santos,Brasiliense,1,1,D
Fluminense,Fortaleza,2,0,H
Flamengo,Parana,1,1,D
Goias,Juventude,1,0,H
Coritiba,Sao Caetano,2,2,D
Palmeiras,Internacional,3,2,H
Paysandu,Athletico-PR,2,1,H
Ponte Preta,Corinthians,3,5,A
Vasco,Atletico-MG,2,1,H
Figueirense,Brasiliense,2,2,D
Goias,Flamengo,2,0,H
Cruzeiro,Parana,0,1,A
Sao Paulo,Fortaleza,3,2,H
Botafogo-RJ,Santos,3,3,D
Atletico-MG,Juventude,2,1,H
Sao Caetano,Cruzeiro,0,1,A
Athletico-PR,Sao Paulo,4,2,H
Corinthians,Goias,1,1,D
Parana,Vasco,0,0,D
Fluminense,Palmeiras,2,2,D
Brasiliense,Ponte Preta,4,0,H
Fortaleza,Botafogo-RJ,3,1,H
Flamengo,Paysandu,2,1,H
Santos,Figueirense,4,3,H
Palmeiras,Sao Caetano,2,1,H
Ponte Preta,Athletico-PR,0,2,A
Goias,Parana,1,1,D
Vasco,Brasiliense,1,0,H
Sao Paulo,Fluminense,1,1,D
Cruzeiro,Flamengo,0,0,D
Juventude,Corinthians,1,0,H
Paysandu,Santos,2,3,A
Botafogo-RJ,Internacional,0,1,A
Figueirense,Atletico-MG,0,1,A
Coritiba,Fortaleza,2,0,H
Athletico-PR,Juventude,2,2,D
Sao Caetano,Goias,0,1,A
Brasiliense,Palmeiras,3,2,H
Parana,Sao Paulo,0,4,A
Flamengo,Figueirense,2,2,D
Internacional,Cruzeiro,4,1,H
Corinthians,Botafogo-RJ,3,3,D
Atletico-MG,Ponte Preta,1,0,H
Fortaleza,Vasco,4,2,H
Fluminense,Paysandu,5,2,H
Santos,Coritiba,2,0,H
Botafogo-RJ,Vasco,2,2,D
Fortaleza,Sao Caetano,5,2,H
Brasiliense,Atletico-MG,1,2,A
Figueirense,Goias,3,0,H
Juventude,Parana,2,0,H
Cruzeiro,Fluminense,2,6,A
Athletico-PR,Santos,3,3,D
Paysandu,Ponte Preta,2,2,D
Flamengo,Internacional,1,1,D
Palmeiras,Coritiba,1,1,D
Sao Caetano,Paysandu,1,2,A
Goias,Cruzeiro,1,0,H
Santos,Flamengo,0,0,D
Internacional,Figueirense,3,0,H
Vasco,Juventude,5,2,H
Parana,Palmeiras,1,3,A
Corinthians,Athletico-PR,2,0,H
Ponte Preta,Fortaleza,2,1,H
Coritiba,Sao Paulo,1,4,A
Atletico-MG,Botafogo-RJ,0,2,A
Ponte Preta,Parana,1,0,H
Paysandu,Juventude,3,0,H
Palmeiras,Cruzeiro,2,1,H
Flamengo,Sao Caetano,2,0,H
Sao Paulo,Vasco,4,2,H
Brasiliense,Fortaleza,0,2,A
Internacional,Athletico-PR,3,2,H
Figueirense,Corinthians,2,3,A
Botafogo-RJ,Goias,3,1,H
Coritiba,Fluminense,0,0,D
Atletico-MG,Santos,3,0,H
Sao Caetano,Figueirense,0,1,A
Fortaleza,Internacional,1,2,A
Goias,Paysandu,4,1,H
Parana,Brasiliense,4,1,H
Santos,Palmeiras,2,1,H
Cruzeiro,Sao Paulo,2,3,A
Fluminense,Flamengo,2,2,D
Juventude,Coritiba,0,0,D
Vasco,Ponte Preta,0,0,D
Corinthians,Atletico-MG,1,1,D
Athletico-PR,Botafogo-RJ,2,0,H
Sao Paulo,Paysandu,4,1,H
Brasiliense,Sao Caetano,1,1,D
Fortaleza,Parana,2,2,D
Juventude,Botafogo-RJ,0,0,D
Figueirense,Athletico-PR,2,0,H
Ponte Preta,Cruzeiro,2,3,A
Coritiba,Vasco,2,0,H
Flamengo,Corinthians,1,3,A
Palmeiras,Goias,3,1,H
Fluminense,Santos,4,3,H
Atletico-MG,Internacional,1,1,D
Parana,Coritiba,3,2,H
Goias,Ponte Preta,4,1,H
Cruzeiro,Juventude,2,0,H
Paysandu,Figueirense,3,1,H
Sao Caetano,Atletico-MG,3,1,H
Santos,Fortaleza,0,0,D
Internacional,Fluminense,2,2,D
Vasco,Palmeiras,0,0,D
Corinthians,Brasiliense,3,2,H
Botafogo-RJ,Sao Paulo,1,1,D
Athletico-PR,Flamengo,2,0,H
Santos,Sao Caetano,2,0,H
Ponte Preta,Juventude,3,2,H
Coritiba,Goias,0,2,A
Atletico-MG,Parana,0,1,A
Figueirense,Botafogo-RJ,1,0,H
Fortaleza,Athletico-PR,1,4,A
Vasco,Cruzeiro,3,3,D
Palmeiras,Paysandu,5,3,H
Brasiliense,Flamengo,2,3,A
Fluminense,Corinthians,0,2,A
Internacional,Sao Paulo,3,0,H
Botafogo-RJ,Palmeiras,1,2,A
Corinthians,Fortaleza,3,0,H
Parana,Fluminense,6,1,H
Juventude,Santos,3,1,H
Goias,Vasco,4,3,H
Cruzeiro,Figueirense,4,0,H
Sao Caetano,Internacional,1,1,D
Sao Paulo,Ponte Preta,3,2,H
Flamengo,Atletico-MG,1,2,A
Athletico-PR,Brasiliense,4,0,H
Paysandu,Coritiba,2,1,H
Vasco,Figueirense,3,3,D
Cruzeiro,Botafogo-RJ,2,2,D
Juventude,Fluminense,3,4,A
Santos,Corinthians,2,3,A
Fluminense,Botafogo-RJ,3,2,H
Fortaleza,Paysandu,1,2,A
Brasiliense,Juventude,1,0,H
Figueirense,Parana,2,0,H
Coritiba,Athletico-PR,1,2,A
Internacional,Vasco,3,1,H
Palmeiras,Corinthians,1,1,D
Atletico-MG,Cruzeiro,0,1,A
Flamengo,Sao Paulo,1,6,A
Santos,Goias,1,1,D
Ponte Preta,Sao Caetano,1,2,A
Vasco,Botafogo-RJ,1,0,H
Ponte Preta,Sao Paulo,2,0,H
Paysandu,Cruzeiro,4,1,H
Juventude,Figueirense,2,2,D
Brasiliense,Goias,1,2,A
Sao Caetano,Fluminense,2,2,D
Vasco,Flamengo,2,1,H
Corinthians,Parana,1,0,H
Fortaleza,Palmeiras,1,1,D
Athletico-PR,Atletico-MG,2,0,H
Juventude,Internacional,2,1,H
Cruzeiro,Paysandu,4,3,H
Figueirense,Ponte Preta,4,0,H
Botafogo-RJ,Coritiba,2,0,H
Sao Paulo,Santos,1,2,A
Sao Paulo,Corinthians,1,1,D
Fluminense,Brasiliense,1,1,D
Coritiba,Cruzeiro,0,3,A
Goias,Internacional,0,1,A
Atletico-MG,Fortaleza,2,3,A
Palmeiras,Figueirense,2,2,D
Vasco,Santos,1,3,A
Juventude,Flamengo,2,2,D
Sao Paulo,Brasiliense,1,2,A
Fluminense,Athletico-PR,4,1,H
Paysandu,Corinthians,0,2,A
Ponte Preta,Botafogo-RJ,0,1,A
Internacional,Coritiba,3,2,H
Parana,Sao Caetano,1,3,A
Figueirense,Juventude,4,3,H
Fortaleza,Goias,1,1,D
Atletico-MG,Palmeiras,1,3,A
Santos,Cruzeiro,1,2,A
Athletico-PR,Parana,2,1,H
Corinthians,Vasco,1,1,D
Sao Caetano,Sao Paulo,0,1,A
Fluminense,Ponte Preta,4,3,H
Brasiliense,Botafogo-RJ,0,0,D
Internacional,Paysandu,1,0,H
Flamengo,Coritiba,2,1,H
Sao Paulo,Atletico-MG,2,2,D
Juventude,Fortaleza,2,0,H
Ponte Preta,Santos,2,1,H
Cruzeiro,Corinthians,2,1,H
Goias,Fluminense,1,2,A
Coritiba,Figueirense,4,1,H
Palmeiras,Flamengo,0,1,A
Vasco,Athletico-PR,2,1,H
Botafogo-RJ,Sao Caetano,1,0,H
Parana,Internacional,3,1,H
Paysandu,Brasiliense,2,1,H
Sao Paulo,Juventude,3,1,H
Fortaleza,Cruzeiro,3,1,H
Flamengo,Botafogo-RJ,3,1,H
Sao Caetano,Vasco,1,2,A
Corinthians,Santos,7,1,H
Internacional,Ponte Preta,2,1,H
Parana,Paysandu,2,0,H
